BRAND & NAME,Quick Access Pocket (#),Additional Notes,Bag Style Opening,Compression Straps,Depth (inches),Expandable,Expandable Volume,Handles,Height (inches),LINKS,Laptop Access,Lash Points (outside),Load Lifters,Luggage Pass Through / Trolley Sleeve,Material,Max. Laptop Size (in),Org Slots/Pockets,Origin of Company,Packable,Picture,Price (USD),QAP Location,Sternum Strap,Type,Volume (liters),WBP Location,Warranty,Water Bottle Pockets (#),Weight (lbs),Width (inches)
Cabin Zero Military 28,1,"Lockable zippers
Built in Global Luggage Tracker, powered by Okoban
Laptop sleeve only, no compartment.",Half Zip,4,5,No,No,2,16.5,https://www.cabinzero.com/products/military-28l-military-green&sa=D&source=editors&ust=1740763376003320&usg=AOvVaw0N56Aa6eOQdaJRnHBL29I4,Internal sleeve,no,No,No,Nylon,15,No,UK,No,https://www.cabinzero.com/cdn/shop/files/MILITARY-28L-GREEN-SIDE_1800x1800.jpg?v=1740557566,94,side,Yes,Backpack,28,Side,Lifetime,1,1.9,11
Chrome Industries Barrage 2L,1,Molle front,,no,2,No,No,,5.5,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,6,No,No,Nylon and Polyester with Polyester Taffeta Nylon (Recycled),No,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/BG-396-MUVX-1_13_1.jpg?v=1755045887&width=800,50,back,No,Sling,2,No,Lifetime,0,0.49,7.25
Chrome Industries Barrage 5L,2,Molle front,,no,3.25,No,No,,6.25,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,>10,No,No,Nylon and Polyester with Polyester Taffeta Nylon (Recycled),No,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/BG397MOSX_one_1.jpg?v=1754440132&width=800,85,front & back,No,Sling,5,No,Lifetime,0,0.86,8.25
Chrome Industries Kadet,1,,,4,3.5,No,No,,7.75,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,2,No,No,1050D Nylon with PU backing or lined in 150D polyester (Recycled),11,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/1_BG-196-SG_1.jpg?v=1756391120&width=800,100,front,No,Sling,9,Underneath,Lifetime,1,1.4,16.5
Chrome Industries Kadet Max ,1,,,4,5.5,No,No,,11.25,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Internal sleeve,6,No,No,1050D Nylon or 1680D Ballistic Nylon with PU backing,15,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/1_BG-351_REDX.jpg?v=1756390953&width=800,155,front,No,Sling,15,Underneath,Lifetime,1,1.59,16.5
Chrome Industries Kadet Max Waterproof,1,,,4,5,No,No,,11.25,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Internal sleeve,>10,No,No,Nylon with and TPU backing,14,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/1-BG-394-FTRW-NA_3_1.jpg?v=1755888683&width=800,175,front,No,Sling,15,Underneath,Lifetime,1,1.3,16.5
Chrome Industries Kadet Mini,1,,,2,3.1,No,No,,6.5,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,2,No,No,210D Nylon X grid laminated sailcloth (Recycled),No,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/1_BG-321-INGO_2_1_1.jpg?v=1756391041&width=800,80,front,No,Sling,5,Underneath,Lifetime,1,0.77,13.25
Chrome Industries Kadet Mini Waterproof,1,,,2,3.13,No,No,,6.5,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Internal sleeve,6,No,No,Nylon with and TPU backing,7,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/1_BG-395-BK_1.jpg?v=1755887435&width=800,110,front,No,Sling,5,Underneath,Lifetime,1,0.5,13.25
Chrome Industries Kadet Slide,1,,,4,3.5,No,No,,7.75,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Internal sleeve,4,No,No,1050D Nylon with PU backing or lined in 150D polyester (Recycled),7,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/Kadet_Slide_Black_X.jpg?v=1754333745&width=800,90,front,No,Sling,9,Underneath,Lifetime,1,1.34,16.5
Chrome Industries Kadet Waterproof,1,,,2,3.5,No,No,,7.5,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Internal sleeve,6,No,No,Nylon with and TPU backing,7,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/1-BG-393-FTRW_12_1.jpg?v=1755888177&width=800,140,front,No,Sling,9,Underneath,Lifetime,1,0.8,16.5
Chrome Industries Mini Tensile Sling,1,,,no,2,No,No,,5.1,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,Nylon and Polyester with Polyester Taffeta Nylon (Recycled),No,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/1_BG-373-CRMI_1.jpg?v=1755700993&width=800,45,back,No,Sling,2,No,Lifetime,0,0.37,8
Chrome Industries Sabin 1.5L,2,,,no,1.75,No,No,,4.75,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,400D crinkle Nylon with a 150D polyester liner (Recycled),No,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/BG-400-MOSS-1_1.jpg?v=1754402928&width=800,45,front & back,No,Sling,1.5,No,Lifetime,0,0.44,7.75
Chrome Industries Sabin 3L,1,,,no,1.5,No,No,,6,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,400D crinkle Nylon with a 150D polyester liner (Recycled),No,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/BG-386-MOSS-1_1.jpg?v=1756166794&width=800,55,front,No,Sling,3,No,Lifetime,0,0.49,9
Chrome Industries Sabin 6L,1,,,no,2,No,No,,8,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,400D crinkle Nylon with a 150D polyester liner (Recycled),No,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/BG-385-MAUV-1_1.jpg?v=1756175070&width=800,65,front,No,Sling,3,No,Lifetime,0,0.6,9
Chrome Industries Sodo Sling,2,,,no,1.5,No,No,,6.5,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,1050D Nylon with PU backing or lined in 150D polyester (Recycled),No,No,USA,No,https://chromeindustries.com/cdn/shop/files/1_BG-387-ICSH_1.jpg?v=1756165388&width=800,55,front & back,No,Sling,3,No,Lifetime,0,0.3,7
Chrome Industries Tensile Sling,1,,,2,4,No,No,,7,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,2,No,No,Nylon and Polyester with Polyester Taffeta Nylon (Recycled),No,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/1_BG-359_BLKX.jpg?v=1751983217&width=800,100,back,No,Sling,7,No,Lifetime,0,0.82,11
Chrome Industries Ziptop Waistpack,1,,,no,2,No,No,,6.75,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,1050D Nylon or 1680D Ballistic Nylon with PU backing,No,Yes,USA,No,https://chromeindustries.com/cdn/shop/files/1_BG-288-SG_1.jpg?v=1751496478&width=800,45,front,No,Sling,3,No,Lifetime,0,0.48,11
Cotopaxi 24L Bucket Pack,1,,Toploader,4,6,No,No,2,21,https://www.cotopaxi.com/products/torre-24l-bucket-pack-cada-dia,Internal sleeve,>10,No,No,840D Nylon with T (Recycled),15,No,USA,No,https://uk.cotopaxi.com/cdn/shop/files/1200X1200jpeg-S24Torre24LBucketPackCadaDiaBlueSpruce_F.jpg?v=1725005453,135,top,Yes,Backpack,24,Side,Lifetime,2,1.8,12
Cotopaxi Allpa 28,1,"Lockable zippers.
Side access to main compartment.
Accessorize for side waterbottle, and shoes.
Passport via internal pocket in main compartment.",Clamshell,no,9,No,No,3,19,https://www.cotopaxi.com/products/allpa-28l-travel-pack?variant%3D39552908689469&sa=D&source=editors&ust=1740763376005306&usg=AOvVaw0E5Y30mPfzLZroZ-Gv79Cv,External compartment,>5,No,Yes,840D Nylon with T (Recycled),15,No,USA,No,https://uk.cotopaxi.com/cdn/shop/files/1200X1200jpeg-S25Allpa28LTravelPackFatigue_F.jpg?v=1738580300,170,front,Yes,Backpack,28,Side,Lifetime,1,2.2,12
Cotopaxi Allpa 35,1,"Lockable zippers.
Side access to main compartment.
Accessorize for side waterbottle, and shoes.
Passport via internal pocket in main compartment.",Clamshell,no,10,No,No,3,22,https://www.cotopaxi.com/products/allpa-35l-travel-pack?variant%3D40020813381693&sa=D&source=editors&ust=1740763376006894&usg=AOvVaw0BHO5ggKf-slB1J_7Js6uZ,External compartment,>5,No,Yes,840D Nylon with T (Recycled),15,No,USA,No,https://uk.cotopaxi.com/cdn/shop/files/Allpa35_Front_1080x.jpg?v=1726825265,225,front,Yes,Backpack,35,Side,Lifetime,1,2.9,12
Cotopaxi Allpa Mini 20L Travel Pack,0,,Clamshell,no,8,No,No,1,17,https://www.cotopaxi.com/products/allpa-mini-20l-travel-pack?variant%3D41194668851261&sa=D&source=editors&ust=1740763376008413&usg=AOvVaw3cOZmj2xPbYOyFVoU2xf1D,Internal sleeve,4,No,Yes,840D Nylon with T (Recycled),15,No,USA,No,https://uk.cotopaxi.com/cdn/shop/files/1200X1200jpeg-F24AllpaMini20LTravelPackSmokeandCinder_F.jpg?v=1726495412,140,,Yes,Backpack,20,Side,Lifetime,1,1.4,10
Cotopaxi Chiquillo 26L Backpack,1,"Ideal for students, work",Half Zip,no,6,No,No,1,19,https://www.cotopaxi.com/products/chiquillo-26l-backpack-cada-dia,Internal sleeve,2,No,No,Polyester oxford (Recycled),16,Yes,USA,No,https://uk.cotopaxi.com/cdn/shop/files/1200X1200jpeg-S24Chiquillo26LBackpackCadaDiaRustyMauve_F_1080x.jpg?v=1715768264,75,front,Yes,Backpack,26,Side,Lifetime,2,1.6,11
Cotopaxi Chiquillo 30L Backpack,1,"Ideal for students, work",Half Zip,no,7,No,No,1,20,https://www.cotopaxi.com/products/chiquillo-30l-backpack-cada-dia,External compartment,2,No,No,Polyester oxford (Recycled),16,Yes,USA,No,https://uk.cotopaxi.com/cdn/shop/files/1200X1200jpeg-S24Chiquillo30LBackpackCadaDiaDesertLemongrass_F_1080x.jpg?v=1737372880,95,front,Yes,Backpack,26,Side,Lifetime,2,1.8,11
Cotopaxi Elqui 18L Backpack,1,strap pockets,Half Zip,2,7.5,No,No,1,17.5,https://www.cotopaxi.com/products/elqui-18l-backpack,Not dedicated,2,No,No,,,No,USA,No,https://glisshop-glisshop-fr-storage.omn.proximis.com/Imagestorage/imagesSynchro/735/735/678e1ada85342a8332447298c184c9fc16239643_E25COTOACC499158_COTO1099163_0.jpeg,90,front,Yes,Backpack,18,Side,Lifetime,2,1,10.5
Cotopaxi Elqui 24L Backpack,2,strap pockets,Clamshell,2,7.5,No,No,1,17.5,https://www.cotopaxi.com/products/elqui-24l-backpack,Internal sleeve,2,Yes,No,Nylon (Recycled),15,No,USA,No,https://res.cloudinary.com/cotopaxi/image/upload/v1736796218/shopify_products/walk_in_videos/ji8nzsviuhjbbmnavgux.png,100,top & front,Yes,Backpack,24,Side,Lifetime,2,1.4,10.5
Cotopaxi Tasra 16L Backpack,2,,Half Zip,no,5.5,No,No,1,17,https://www.cotopaxi.com/products/tasra-16l-backpack-del-dia,Internal sleeve,4,No,No,Nylon and polyester (Deadstock ),13,Yes,USA,No,"https://cdn.deporvillage.com/cdn-cgi/image/f=auto,q=75,fit=contain,background=white/product/CTX-C2424491U11380DD_100.jpg",75,front,No,Backpack,16,Side,Lifetime,2,1.1,10.5
Cotopaxi Vaya 18L Backpack,1,,Half Zip,no,7,No,No,1,19,https://www.cotopaxi.com/products/vaya-18l-backpack-cada-dia,Internal sleeve,>10,No,No,840D Nylon with T (Recycled),15,No,USA,No,https://uk.cotopaxi.com/cdn/shop/files/1200X1200jpeg-F24Vaya18LBackpackCadaDiaDesert_F.jpg?v=1726498647,120,front,Yes,Backpack,18,,Lifetime,0,1.3,12
CT21 V3.0 Backpack,2,,Clamshell,no,7,No,No,1,18.9,https://ctactical.vn/collections/backpacks/products/ct21-v3-0-backpack-nylon-420d-ripstop-1,External compartment,>10,No,No,Cordura Nylon 500D or Ripstop Nylon 420,16,No,Vietnam,No,https://ctactical.vn/cdn/shop/files/CT21-Slick-Nylon420DRS_2.jpg?v=1727152931&width=1800,85,top & front,Yes,Backpack,21,,1 year,0,2.8,13.4
CT21 V3.0 Backpack - THE OFFICER,2,Water bottle pockets are collapsible with zippers,Clamshell,no,7,No,No,1,18.9,https://ctactical.vn/collections/backpacks/products/ct21-v3-backpack-the-officer,External compartment,>10,No,No,Cordura Ballistic 1680D and EcoPak EPX200,16,No,Vietnam,No,https://ctactical.vn/cdn/shop/files/CT21Officer1680D-3_11.jpg?v=1738987711&width=1800,115,top & front,Yes,Backpack,21,Side,1 year,2,3.2,13.4
Ctactical CT15 V3.0,2,,Clamshell,no,6.5,No,no,1,18.9,https://ctactical.vn/collections/backpacks/products/ct15-v3-0-backpack-500d-cordura%C2%AE,External compartment,>10,No,No,Cordura Nylon 500D or Ripstop Nylon 420,15,No,Vietnam,No,https://ctactical.vn/cdn/shop/files/CT15V3-Black_2.jpg?v=1723199773&width=1800,75,top & front,Yes,Backpack,15,,1 year,0,2.5,11.4
Ctactical CT3 V2.0,2,,,no,2.7,No,,,6,,Not dedicated,4,No,No,Cordura Nylon 500D or 1000D Cordura,8,Yes,Vietnam,No,https://ctactical.vn/cdn/shop/files/CT3-v2-Coyote_4.jpg?v=1723201658&width=1800,23,front & back,No,Sling,3,No,1 year,0,0.6,9.4
Ctactical CT4W,2,,,no,3.5,No,,,6.3,,Not dedicated,2,No,No,Cordura Nylon 500D or Ultra or Ecopak and X-PAC,8,Yes,Vietnam,No,https://ctactical.vn/cdn/shop/files/CT4-BurntOrange_1_.1_2dd96408-4cb0-43b6-abbe-5944bec5e32c.jpg?v=1723690348&width=1800,27,front & back,No,Sling,4,No,1 year,0,0.6,11.8
Ctactical CT5 - 500D,2,,,2,3.9,No,,1,7,,Not dedicated,2,No,No,Cordura Nylon 500D,8,Yes,Vietnam,No,https://ctactical.vn/cdn/shop/files/Black_day.jpg?v=1739954813&width=1800,46,front & back,No,Sling,5,Underneath,1 year,1,1.43,11.4
Ctactical CT5 - Ecopak,2,,,2,3.9,No,,1,7,,Not dedicated,2,No,No,ECOPAK EPX400 or X-PAC or Ultra,8,Yes,Vietnam,No,https://ctactical.vn/cdn/shop/files/Group_4_b7722316-4e81-4b3c-8450-a527e7a54a8f.jpg?v=1722241725&width=1800,65,front & back,No,Sling,5,Underneath,1 year,1,1.53,11.4
Ctactical CT5 Neo - Ecopak,2,,,2,4.3,No,,1,6.3,,Not dedicated,2,No,No,ECOPAK EPX400 or Waxed Canvas and X-PAC,8,Yes,Vietnam,No,https://ctactical.vn/cdn/shop/files/CT5_EPX240_-_Blue_Jean_3.jpg?v=1755334086&width=1800,65,front & back,No,Sling,5,Underneath,1 year,1,1.39,11
Day Owl Backpack Pro 21,3,,Clamshell,no,5,No,no,1,17,https://baboontothemoon.com/products/city-backpack-24l,External compartment,no,No,Yes,Waxed Canvas (First Mile),16,Yes,USA,No,https://www.dayowl.com/_next/image?url=https%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0267%2F1126%2F1232%2Fproducts%2FDay_Owl_June9-062crx_1000px_45_1.jpg%3Fv%3D1643319585%26width%3D1000&w=2048&q=75,155,top & front & side,No,Backpack,21,Side,Lifetime,1,2.4,12
Day Owl Daypack 15L,1,Internal bottle sleeve,Clamshell,no,4.5,No,no,1,16,https://baboontothemoon.com/products/city-backpack-24l,Internal sleeve,no,No,No,Waxed Canvas (First Mile),15,No,USA,No,https://www.dayowl.com/_next/image?url=https%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0267%2F1126%2F1232%2Ffiles%2FDaypack_0000s_0002s_0005_Group10.jpg%3Fv%3D1735945322%26width%3D1000&w=1080&q=75,100,front,No,Backpack,15,No,Lifetime,0,1.5,11.5
Day Owl Daypack Mini 10L,1,Internal bottle sleeve,Clamshell,no,4.5,No,no,1,12.5,https://baboontothemoon.com/products/city-backpack-24l,Internal sleeve,no,No,No,Waxed Canvas (First Mile),11,Yes,USA,No,https://www.dayowl.com/_next/image?url=https%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0267%2F1126%2F1232%2Ffiles%2FMiniEcomm_0003s_0002_Group8copy.jpg%3Fv%3D1712337277%26width%3D1000&w=1080&q=75,100,front,No,Backpack,10,No,Lifetime,0,1,9
Day Owl Slim Pro,3,,Clamshell,no,3.5,No,no,1,15.5,https://baboontothemoon.com/products/city-backpack-24l,External compartment,no,No,Yes,Waxed Canvas (First Mile),14,Yes,USA,No,https://www.dayowl.com/_next/image?url=https%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0267%2F1126%2F1232%2Fproducts%2FPDPDAYOWL_FEB_16-101crxS.jpg%3Fv%3D1647267780%26width%3D1000&w=1080&q=75,135,top & front & side,No,Backpack,13,Side,Lifetime,1,2,11
Decathlon Forclaz Travel 500 Backpack,1,,Clamshell,4,10.5,No,No,1,21.5,https://www.decathlon.com/products/forclaz-travel-500-organizer-40-l-backpack-338564?variant%3D40428214190142&sa=D&source=editors&ust=1740763376009961&usg=AOvVaw0G8lEYEDOmtPGIDYVgCag_,Internal sleeve,no,No,No,,16,No,France,No,"https://m.media-amazon.com/images/I/71kDJeJXaEL._AC_UF1000,1000_QL80_.jpg",100,top,Yes,Backpack,40,Side,2 years,1,2.9,12.5
Deuter Amager 25+5,1,"Waterproof, Helmet storage on the front",Rolltop,no,7.1,Yes,30L,1,18.9,https://www.deuter.com/int-en/shop/backpacks/p1401760-bike-backpack-amager-25-5,Internal sleeve,4,No,No,420D PA PLAIN TPU,15,No,Germany,No,https://www.bfgcdn.com/1500_1500_90/502-6275-0311/deuter-amager-25-5-cycling-backpack.jpg,120,side,Yes,Backpack,25,,2 years,0,2.1,11.8
Deuter Cotogy,2,,Half Zip,no,9.8,No,No,1,18.1,https://www.deuter.com/int-en/shop/backpacks/p1691590-school-backpack-cotogy,Internal sleeve,2,Yes,No,420D PA or 600D PES,15,Yes,Germany,No,https://www.deuter.com/thumbnail/f9/2c/83/1772734556/cotogy-5-cactus-kelp-3774680de97d6eeed5930c5e18579e5f_1920.webp,150,front,Yes,Backpack,26,Side,2 years,2,2.6,11.8
Deuter Drout 20,1,waterproof,Toploader,no,6.3,No,No,1,19,https://www.deuter.com/int-en/shop/backpacks/p1691315-lifestyle-backpacks-drout-20,Internal sleeve,no,No,No,420D polyamide,16,Yes,Germany,No,https://images.hardloop.fr/604649-large_default/deuter-drout-20-urban-backpack.jpg,170,front,Yes,Backpack,20,,2 years,0,1.4,13
Deuter Giga,1,,Half Zip,no,7.1,No,No,1,19,https://www.deuter.com/int-en/shop/backpacks/p1679634-lifestyle-backpacks-giga,External compartment,no,Yes,No,300D PES Ripstop and 600D PES,15,Yes,Germany,No,https://images.hardloop.fr/684030-large_default/deuter-giga-backpack-mens.jpg,135,front,Yes,Backpack,28,Side,2 years,2,2.2,13
Deuter Gigant,1,,Half Zip,2,8.7,No,No,1,20,https://www.deuter.com/int-en/shop/backpacks/p226188-lifestyle-backpacks-gigant,External compartment,no,Yes,No,300D PES Ripstop and 600D PES,17,Yes,Germany,No,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/7b46d255-c8f3-41b1-8856-30fff1c88178.__CR273,0,1440,1920_PT0_SX300_V1___.png",140,front,Yes,Backpack,32,Side,2 years,2,2.4,13
Deuter Infinii Backpack,1,,Half Zip,no,8.7,No,No,1,17.7,https://www.deuter.com/int-en/shop/backpacks/p227124-lifestyle-backpacks-infiniti-backpack,Internal sleeve,no,No,No,This (Surplus/Remnants),15,No,Germany,No,https://static.bergzeit.com/product_gallery_regular/iview_5049514-006_pic1.jpg,50,front,No,Backpack,23,Side,2 years,2,0.9,11
Deuter Up Seoul,2,"Removable waist belt, tablet sleeve",Toploader,no,6.8,Yes,22L,1,22.3,https://www.deuter.com/us-en/shop/backpacks/p1679927-lifestyle-daypack-up-seoul,Internal sleeve,no,No,No,,15,No,Germany,No,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRtLKLI01edtwYlFgxo-Se645BBlS-umVWdL9Rru9aozVbVhxpJxHca2wgzZTg228rWfuk9K9xL,125,front & side,Yes,Backpack,16,Side,2 years,1,1.9,13.6
Deuter Up Stockholm,1,"Removable waist belt, tablet sleeve",Toploader,no,6.7,No,No,1,20.1,https://www.deuter.com/int-en/shop/backpacks/p1679933-lifestyle-backpacks-up-stockholm,Internal sleeve,no,No,No,500D rPES or polyester (Recycled),15,No,Germany,No,https://m.media-amazon.com/images/I/71q5rmbcNJL._AC_UY1000_.jpg,115,front,Yes,Backpack,22,Side,2 years,2,1.8,11.8
Deuter Utilion 30,1,Rolltop and back access.,Rolltop & Clamshell,no,7,Yes,34L,1,20,https://www.deuter.com/us-en/shop/backpacks/p1027172-lifestyle-daypack-utilion-30&sa=D&source=editors&ust=1740763376011584&usg=AOvVaw0lkrNHWHY9hc-lIKfrq3Tg,Internal sleeve,no,No,No,,16,No,Germany,No,https://www.deuter.com/thumbnail/a8/9e/c9/1773346095/utilion-30-0-ginger-turmeric-37746857db3368bd33a41f4564a3a8d2_1920.webp,155,front,Yes,Backpack,30,Side,2 years,1,2.5,12
Eastpak Up Roll,2,Laptop accessible from external to internal sleeve,Rolltop,,4.7,Yes,24L,1,17.5,,External compartment,,No,No,Polyamide water resistant,13,No,USA,No,https://images.hardloop.fr/755380-large_default/eastpak-up-roll-urban-backpack.jpg,80,front & back,No,Backpack,23,Side,30 years,1,0.9,11.8
Evergoods CIVIC Access Pouch 2L (CAP2),10,Stands flat and open with a hi-vis interior; customizable zippered divider included. Key leash,,,3.5,,,2,5.75,https://evergoods.us/products/civic-access-pouch-2l,,Yes,,,420d HT Nylon 6 or 6 or 6 with,,yes,USA,,https://evergoods.us/cdn/shop/files/CIVIC-ACCESS-POUCH-2L-FOSSIL-BROWN-CAP2-OPEN_1_800x.jpg?v=1774379719,75,,,Pouch,2,,Lifetime,,0.48,9.5
Evergoods Civic Access Sling 1L,1,Dedicated phone/passport slot & key leash,,No,3.2,No,No,0,4.3,https://evergoods.us/products/civic-access-sling-1l?avad=249813_e4d843019&nb_platform=avantlink&utm_source=197553&utm_medium=avantlink&utm_campaign=Custom+Link&nb_pid=197553&nb_wid=249813&nb_tt=cl&nb_aid=NA,,0,,,840D Ballistic Nylon,0,Yes,USA,,https://evergoods.us/cdn/shop/files/CIVIC-ACCESS-SLING-1L-OD-GREEN-CAS1-FRONT_1_1_2000x.png?v=1778600160,75,,,Sling,1,,Lifetime,0,0.52,11.2
Evergoods Civic Access Sling 2L,1,,,no,3,No,No,,5.5,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,840d Ballistic Nylon 6 or X-PAC (Custom Developed),No,Yes,USA,No,https://evergoods.us/cdn/shop/files/CIVIC-ACCESS-SLING-2L-BLACK-CAS2-FRONT-png-min_800x.png?v=1720453842,99,front,No,Sling,2,No,Lifetime,0,0.8,11
Evergoods Civic Bookbag 22L,2,,Clamshell,no,4.7,No,No,1,17,https://evergoods.us/collections/backpacks/products/civic-bookbag-22l,Internal sleeve,no,No,No,840d Ballistic Nylon 6 durable C0,16,No,USA,No,https://evergoods.us/cdn/shop/files/CIVIC-BOOKBAG-22L-CB22-SOLUTION-DYED-BLACK-Quarter-Transparent-min_2000x.png?v=1739384528,179,top & front,Yes,Backpack,22,,Lifetime,0,2,11
Evergoods Civic Half Zip 22L,1,,Half Zip,no,8,No,No,1,18,https://evergoods.us/products/civic-half-zip-22l?&sa=D&source=editors&ust=1740763376021250&usg=AOvVaw0ABg6mowrfSifWEeiVoLJX,Internal sleeve,no,No,No,500d High Tenacity Nylon 6 or 6 with Air Textured Yarn and or 420d HT Nylon with,16,No,USA,No,https://evergoods.us/cdn/shop/files/CIVIC-HALF-ZIP-22L-CHZ22-BLACK-FRONT-EDC-BACKPACK-min_1_93235127-a64f-453f-b095-7b5cc787587b_5000x.png?v=1708468618,200,top,Yes,Backpack,22,Side,Lifetime,2,2.3,11
Evergoods Civic Half Zip 22L (2025),1,,Half Zip,no,5.5,No,No,1,19,https://evergoods.us/products/civic-half-zip-22l?&sa=D&source=editors&ust=1740763376021250&usg=AOvVaw0ABg6mowrfSifWEeiVoLJX,External compartment,2,No,No,500d High Tenacity Nylon 6 or 6 with Air Textured Yarn and or 420d HT Nylon with,16,No,USA,No,https://evergoods.us/cdn/shop/files/CIVIC-HALF-ZIP-22L-CHZ22-SOLUTION-DYED-BLACK-FRONT-min_2_800x.png?v=1747758809,200,top,Yes,Backpack,22,Side,Lifetime,2,2.5,9.5
Evergoods Civic Half Zip 26L,1,,Half Zip,no,9,No,No,1,19,https://evergoods.us/products/civic-half-zip-26l&sa=D&source=editors&ust=1740763376022813&usg=AOvVaw3tjFV4VsmeA8T_kQyw0N8y,Internal sleeve,no,No,No,500d High Tenacity Nylon 6 or 6 with Air Textured Yarn and or 420d HT Nylon with,16,No,USA,No,https://www.mukama.com/cdn/shop/files/38343.jpg?v=1714110524,220,top,Yes,Backpack,26,Side,Lifetime,2,2.7,12
Evergoods Civic Half Zip 26L (2025),1,,Half Zip,no,6.5,No,No,1,20,https://evergoods.us/products/civic-half-zip-22l?&sa=D&source=editors&ust=1740763376021250&usg=AOvVaw0ABg6mowrfSifWEeiVoLJX,External compartment,2,No,No,500d High Tenacity Nylon 6 or 6 with Air Textured Yarn and or 420d HT Nylon with,16,No,USA,No,https://evergoods.us/cdn/shop/files/CIVIC-HALF-ZIP-22L-CHZ22-SOLUTION-DYED-BLACK-FRONT-min_2_800x.png?v=1747758809,200,top,Yes,Backpack,26,Side,Lifetime,2,2.7,9.5
Evergoods Civic Panel Loader 16L,1,Lash-points are really handle extensions,Clamshell,no,6,No,No,2,16.5,https://evergoods.us/products/civic-panel-loader-16l&sa=D&source=editors&ust=1740763376024454&usg=AOvVaw36KmnMJcAObPzcnvmspUya,External compartment,3,No,No,840d Ballistic Nylon 6 C0 (Custom Developed),15,No,USA,No,https://www.mukama.com/cdn/shop/files/EG_CPL16_Solution-Dyed-Black_01.jpg?v=1740044758&width=900,230,front,Yes,Backpack,16,,Lifetime,0,2.9,11
Evergoods Civic Panel Loader 24L,1,Lash-points are really handle extensions,Clamshell,no,7,No,No,2,18,https://evergoods.us/products/civic-panel-loader-24l&sa=D&source=editors&ust=1740763376027053&usg=AOvVaw3YqmYOQ1Ld0xKgGYcWFMjq,External compartment,3,No,No,840d Ballistic Nylon 6 durable C0,15,No,USA,No,https://my-test-11.slatic.net/p/f6c7636a86ed1d6b0b7a6c49bb8b610d.png,280,front,Yes,Backpack,24,,Lifetime,0,3.1,11.5
Evergoods Civic Travel Bag 20L,1,,Clamshell,no,8.5,No,No,2,17,https://evergoods.us/products/civic-travel-bag-20l&sa=D&source=editors&ust=1740763376032193&usg=AOvVaw3QWAmJbRiWmKdoGu97WcEX,External compartment,2,No,No,420d High Tenacity Nylon 6 with,16,No,USA,No,https://evergoods.us/cdn/shop/files/CIVIC-TRAVEL-BAG-CTB20-OD-GREEN-FRONT-1-min_2000x.jpg?v=1741982625,260,top,Yes,Backpack,20,Side,Lifetime,2,3.1,11
